DateTime,Open,High,Low,Close,Volume
2025-03-10 19:40:23,18436.99,18448.17,18427.17,18437.89,262
2025-03-10 19:42:23,18437.89,18453.52,18432.52,18445.77,372
2025-03-10 19:43:54,18445.77,18453.41,18432.41,18440.26,369
2025-03-10 19:50:01,18440.26,18445.88,18424.88,18437.76,311
2025-03-10 19:51:34,18437.76,18443.96,18422.96,18434.74,289
2025-03-10 19:53:40,18434.74,18441.15,18420.15,18423.17,481
2025-03-10 20:02:15,18423.17,18437.42,18416.42,18425.69,226
2025-03-10 20:03:14,18425.69,18435.64,18414.64,18427.93,286
2025-03-10 20:04:10,18427.93,18436.85,18415.85,18428.11,415
2025-03-10 20:08:36,18428.11,18435.73,18414.73,18426.38,98
2025-03-10 20:09:30,18426.38,18433.12,18412.12,18415.2,342
2025-03-10 20:14:25,18415.2,18426.89,18405.89,18412.01,360
2025-03-10 20:14:42,18412.01,18417.73,18396.73,18409.44,176
2025-03-10 20:15:02,18409.44,18416.96,18395.96,18403.2,142
2025-03-10 20:21:25,18403.2,18410.78,18389.78,18402.11,274
2025-03-10 20:23:34,18402.11,18417.72,18396.72,18405.53,329
2025-03-10 20:27:04,18405.53,18422.55,18401.55,18420.81,61
2025-03-10 20:27:46,18420.81,18433.32,18412.32,18422.37,277
2025-03-10 20:28:16,18422.37,18434.42,18413.42,18424.58,190
2025-03-10 20:33:15,18424.58,18437.78,18416.78,18424.14,278
2025-03-10 20:34:28,18424.14,18426.0,18405.0,18408.94,129
2025-03-10 20:36:09,18408.94,18422.56,18401.56,18408.91,339
2025-03-10 20:36:19,18408.91,18422.17,18401.17,18409.57,208
2025-03-10 20:37:40,18409.57,18430.17,18409.17,18429.46,239
2025-03-10 20:41:43,18429.46,18441.97,18420.97,18428.06,435
2025-03-10 20:46:28,18428.06,18437.7,18416.7,18430.62,362
2025-03-10 20:49:47,18430.62,18438.18,18417.18,18430.48,408
2025-03-10 20:53:02,18430.48,18436.98,18415.98,18421.27,78
2025-03-10 20:54:59,18421.27,18437.79,18416.79,18430.57,65
2025-03-10 20:57:07,18430.57,18445.2,18424.2,18436.73,342
2025-03-10 21:00:52,18436.73,18453.36,18432.36,18443.18,477
2025-03-10 21:01:39,18443.18,18451.4,18430.4,18436.02,151
2025-03-10 21:02:22,18436.02,18451.65,18430.65,18447.37,278
2025-03-10 21:10:38,18447.37,18452.53,18431.53,18436.26,252
2025-03-10 21:10:48,18436.26,18451.93,18430.93,18441.08,110
2025-03-10 21:11:13,18441.08,18460.02,18439.02,18458.72,152
2025-03-10 21:13:33,18458.72,18467.24,18446.24,18450.88,412
2025-03-10 21:17:15,18450.88,18461.74,18440.74,18446.45,408
2025-03-10 21:19:23,18446.45,18459.13,18438.13,18447.35,373
2025-03-10 21:20:35,18447.35,18453.76,18432.76,18443.43,162
2025-03-10 21:31:07,18443.43,18447.99,18426.99,18431.14,110
2025-03-10 21:34:29,18431.14,18440.11,18419.11,18431.83,202
2025-03-10 21:39:23,18431.83,18439.14,18418.14,18423.46,242
2025-03-10 21:39:33,18423.46,18435.95,18414.95,18427.4,67
2025-03-10 21:40:18,18427.4,18435.64,18414.64,18420.19,188
2025-03-10 21:41:36,18420.19,18436.41,18415.41,18432.75,382
2025-03-10 21:42:09,18432.75,18440.09,18419.09,18426.62,498
2025-03-10 21:42:22,18426.62,18432.25,18411.25,18424.19,255
2025-03-10 21:43:04,18424.19,18436.79,18415.79,18430.85,450
2025-03-10 21:45:10,18430.85,18434.48,18413.48,18421.14,142
2025-03-10 21:48:27,18421.14,18430.98,18409.98,18423.12,459
2025-03-10 21:52:33,18423.12,18437.85,18416.85,18433.73,135
2025-03-10 21:52:43,18433.73,18438.22,18417.22,18421.0,51
2025-03-10 21:54:16,18421.0,18432.92,18411.92,18422.64,438
2025-03-10 21:54:38,18422.64,18431.93,18410.93,18424.87,55
2025-03-10 21:56:11,18424.87,18439.72,18418.72,18431.28,254
2025-03-10 21:57:45,18431.28,18437.6,18416.6,18421.52,138
2025-03-10 21:59:39,18421.52,18427.86,18406.86,18411.11,216
2025-03-10 22:05:49,18411.11,18420.5,18399.5,18415.47,319
2025-03-10 22:10:20,18415.47,18424.8,18403.8,18418.01,386
2025-03-10 22:13:08,18418.01,18426.42,18405.42,18420.18,193
2025-03-10 22:19:06,18420.18,18434.5,18413.5,18423.11,169
2025-03-10 22:22:14,18423.11,18429.52,18408.52,18417.82,269
2025-03-10 22:26:57,18417.82,18432.56,18411.56,18419.85,436
2025-03-10 22:29:15,18419.85,18434.42,18413.42,18422.35,402
2025-03-10 22:31:18,18422.35,18432.62,18411.62,18416.79,135
2025-03-10 22:34:51,18416.79,18433.86,18412.86,18431.88,199
2025-03-10 22:35:01,18431.88,18443.73,18422.73,18435.81,140
2025-03-10 22:38:15,18435.81,18442.63,18421.63,18426.41,438
2025-03-10 22:45:47,18426.41,18437.68,18416.68,18431.81,460
2025-03-10 22:49:14,18431.81,18437.71,18416.71,18424.15,383
2025-03-10 22:49:24,18424.15,18436.72,18415.72,18430.6,288
2025-03-10 22:50:43,18430.6,18446.34,18425.34,18440.0,418
2025-03-10 22:55:17,18440.0,18448.73,18427.73,18433.56,97
2025-03-10 23:04:05,18433.56,18450.13,18429.13,18441.4,61
2025-03-10 23:05:21,18441.4,18451.87,18430.87,18444.82,476
2025-03-10 23:10:26,18444.82,18459.13,18438.13,18451.5,226
2025-03-10 23:15:56,18451.5,18469.76,18448.76,18466.78,392
2025-03-10 23:16:18,18466.78,18475.31,18454.31,18464.88,252
2025-03-10 23:21:28,18464.88,18472.52,18451.52,18458.92,275
2025-03-10 23:22:32,18458.92,18463.76,18442.76,18451.89,412
2025-03-10 23:25:01,18451.89,18461.03,18440.03,18445.46,405
2025-03-10 23:27:10,18445.46,18459.28,18438.28,18444.95,92
2025-03-10 23:30:10,18444.95,18454.66,18433.66,18447.79,204
2025-03-10 23:33:53,18447.79,18461.42,18440.42,18450.11,286
2025-03-10 23:35:29,18450.11,18461.43,18440.43,18456.82,370
2025-03-10 23:41:32,18456.82,18464.1,18443.1,18457.01,71
2025-03-10 23:46:07,18457.01,18473.97,18452.97,18468.73,202
2025-03-10 23:50:22,18468.73,18477.22,18456.22,18466.67,395
2025-03-10 23:52:03,18466.67,18488.5,18466.67,18488.5,265
2025-03-10 23:52:13,18488.5,18499.04,18478.04,18493.53,302
2025-03-10 23:54:06,18493.53,18501.46,18480.46,18486.68,276
2025-03-11 00:00:24,18486.68,18493.11,18472.11,18478.14,365
2025-03-11 00:00:59,18478.14,18493.83,18472.83,18482.05,491
2025-03-11 00:12:10,18482.05,18494.05,18473.05,18480.3,316
2025-03-11 00:16:43,18480.3,18492.73,18471.73,18486.05,88
2025-03-11 00:20:08,18486.05,18498.03,18477.03,18489.86,341
2025-03-11 00:23:15,18489.86,18497.12,18476.12,18489.3,338
2025-03-11 00:25:42,18489.3,18498.87,18477.87,18482.55,474
2025-03-11 00:29:13,18482.55,18487.5,18466.5,18470.46,201
2025-03-11 00:30:44,18470.46,18478.9,18457.9,18466.95,336
2025-03-11 00:35:53,18466.95,18481.4,18460.4,18473.87,315
2025-03-11 00:39:10,18473.87,18484.86,18463.86,18475.63,279
2025-03-11 00:43:14,18475.63,18479.96,18458.96,18465.71,348
2025-03-11 00:47:35,18465.71,18476.9,18455.9,18467.17,372
2025-03-11 00:47:51,18467.17,18476.32,18455.32,18470.32,252
2025-03-11 00:48:01,18470.32,18476.81,18455.81,18463.3,165
2025-03-11 00:52:28,18463.3,18476.22,18455.22,18464.61,471
2025-03-11 00:53:18,18464.61,18476.9,18455.9,18465.14,99
2025-03-11 00:55:42,18465.14,18470.78,18449.78,18456.07,448
2025-03-11 00:57:19,18456.07,18470.68,18449.68,18459.02,421
2025-03-11 00:57:29,18459.02,18471.21,18450.21,18463.59,51
2025-03-11 00:57:39,18463.59,18477.18,18456.18,18472.33,92
2025-03-11 01:02:30,18472.33,18485.82,18464.82,18480.81,471
2025-03-11 01:05:05,18480.81,18484.08,18463.08,18469.83,182
2025-03-11 01:07:08,18469.83,18475.5,18454.5,18462.39,339
2025-03-11 01:15:06,18462.39,18474.04,18453.04,18466.58,435
2025-03-11 01:15:38,18466.58,18478.42,18457.42,18470.76,110
2025-03-11 01:16:27,18470.76,18486.0,18465.0,18474.94,137
2025-03-11 01:20:21,18474.94,18505.81,18474.94,18505.81,445
2025-03-11 01:24:28,18505.81,18520.2,18499.2,18510.37,131
2025-03-11 01:25:54,18510.37,18526.8,18505.8,18519.43,431
2025-03-11 01:34:14,18519.43,18532.9,18511.9,18527.02,319
2025-03-11 01:41:55,18527.02,18542.47,18521.47,18532.18,252
2025-03-11 01:42:05,18532.18,18538.17,18517.17,18529.59,400
2025-03-11 01:42:36,18529.59,18543.53,18522.53,18535.61,257
2025-03-11 01:47:20,18535.61,18543.77,18522.77,18529.35,201
2025-03-11 01:48:28,18529.35,18541.73,18520.73,18527.4,243
2025-03-11 01:48:45,18527.4,18536.12,18515.12,18523.46,287
2025-03-11 01:52:59,18523.46,18537.33,18516.33,18524.07,124
2025-03-11 01:54:40,18524.07,18544.17,18523.17,18542.54,348
2025-03-11 01:56:32,18542.54,18545.57,18524.57,18527.51,386
2025-03-11 01:57:06,18527.51,18537.72,18516.72,18532.95,344
2025-03-11 02:00:05,18532.95,18536.31,18515.31,18519.98,334
2025-03-11 02:02:18,18519.98,18528.87,18507.87,18516.17,187
2025-03-11 02:02:56,18516.17,18532.44,18511.44,18524.85,447
2025-03-11 02:04:05,18524.85,18534.88,18513.88,18525.31,91
2025-03-11 02:06:35,18525.31,18532.97,18511.97,18516.64,337
2025-03-11 02:13:44,18516.64,18524.15,18503.15,18510.88,75
2025-03-11 02:20:43,18510.88,18525.1,18504.1,18516.3,105
2025-03-11 02:21:39,18516.3,18524.53,18503.53,18510.42,155
2025-03-11 02:25:20,18510.42,18520.19,18499.19,18512.13,207
2025-03-11 02:29:27,18512.13,18518.87,18497.87,18512.47,357
2025-03-11 02:34:01,18512.47,18518.63,18497.63,18507.23,71
2025-03-11 02:36:21,18507.23,18526.24,18505.24,18524.37,98
2025-03-11 02:36:31,18524.37,18539.29,18518.29,18529.39,389
2025-03-11 02:40:29,18529.39,18531.85,18510.85,18513.13,405
2025-03-11 02:40:47,18513.13,18522.23,18501.23,18514.6,94
2025-03-11 02:41:08,18514.6,18519.92,18498.92,18509.28,154
2025-03-11 02:43:42,18509.28,18522.83,18501.83,18516.08,195
2025-03-11 02:55:02,18516.08,18525.29,18504.29,18509.71,348
2025-03-11 02:55:48,18509.71,18515.83,18494.83,18508.77,183
2025-03-11 02:58:40,18508.77,18518.49,18497.49,18512.79,175
2025-03-11 02:59:40,18512.79,18525.29,18504.29,18519.69,321
2025-03-11 03:05:59,18519.69,18526.61,18505.61,18510.05,86
2025-03-11 03:08:28,18510.05,18522.05,18501.05,18507.35,214
2025-03-11 03:09:07,18507.35,18512.75,18491.75,18503.54,241
2025-03-11 03:09:57,18503.54,18508.83,18487.83,18498.3,111
2025-03-11 03:11:31,18498.3,18514.54,18493.54,18512.43,430
2025-03-11 03:11:52,18512.43,18527.82,18506.82,18515.65,335
2025-03-11 03:12:06,18515.65,18520.98,18499.98,18505.53,237
2025-03-11 03:15:15,18505.53,18518.18,18497.18,18512.86,251
2025-03-11 03:16:41,18512.86,18531.58,18510.58,18529.81,181
2025-03-11 03:20:16,18529.81,18545.25,18524.25,18538.01,126
2025-03-11 03:20:35,18538.01,18543.95,18522.95,18525.78,451
2025-03-11 03:23:11,18525.78,18536.97,18515.97,18521.86,393
2025-03-11 03:24:48,18521.86,18539.32,18518.32,18531.95,82
2025-03-11 03:24:58,18531.95,18541.2,18520.2,18526.22,250
2025-03-11 03:27:08,18526.22,18538.96,18517.96,18529.72,174
2025-03-11 03:27:22,18529.72,18544.7,18523.7,18535.86,91
2025-03-11 03:32:14,18535.86,18543.58,18522.58,18528.37,237
2025-03-11 03:34:59,18528.37,18540.63,18519.63,18527.84,490
2025-03-11 03:37:14,18527.84,18527.84,18501.85,18501.85,455
2025-03-11 03:37:38,18501.85,18508.34,18487.34,18493.65,264
2025-03-11 03:38:34,18493.65,18500.0,18479.0,18491.64,456
2025-03-11 03:40:26,18491.64,18499.2,18478.2,18481.68,154
2025-03-11 03:43:12,18481.68,18497.71,18476.71,18494.78,211
2025-03-11 03:43:46,18494.78,18501.47,18480.47,18483.34,109
2025-03-11 03:43:56,18483.34,18489.04,18468.04,18479.86,274
2025-03-11 03:45:06,18479.86,18488.19,18467.19,18480.94,119
2025-03-11 03:46:55,18480.94,18495.58,18474.58,18492.51,218
2025-03-11 03:47:29,18492.51,18497.44,18476.44,18481.04,491
2025-03-11 03:49:21,18481.04,18498.43,18477.43,18490.38,469
2025-03-11 03:50:30,18490.38,18501.86,18480.86,18490.48,57
2025-03-11 03:52:10,18490.48,18496.16,18475.16,18482.65,97
2025-03-11 03:53:21,18482.65,18495.09,18474.09,18486.38,245
2025-03-11 03:56:05,18486.38,18498.75,18477.75,18488.0,253
2025-03-11 03:56:15,18488.0,18495.65,18474.65,18483.22,153
2025-03-11 03:56:46,18483.22,18491.22,18470.22,18483.82,150
2025-03-11 03:58:20,18483.82,18492.46,18471.46,18480.77,387
2025-03-11 03:59:33,18480.77,18492.45,18471.45,18481.71,216
2025-03-11 04:00:55,18481.71,18493.97,18472.97,18487.05,344
2025-03-11 04:05:25,18487.05,18504.08,18483.08,18499.76,320
2025-03-11 04:11:25,18499.76,18504.49,18483.49,18489.86,366
2025-03-11 04:12:12,18489.86,18508.74,18487.74,18506.94,392
2025-03-11 04:17:12,18506.94,18510.57,18489.57,18491.31,429
2025-03-11 04:18:54,18491.31,18504.08,18483.08,18490.12,82
2025-03-11 04:19:46,18490.12,18503.31,18482.31,18494.84,366
2025-03-11 04:31:27,18494.84,18505.22,18484.22,18497.1,389
2025-03-11 04:36:16,18497.1,18504.46,18483.46,18492.12,50
2025-03-11 04:50:30,18492.12,18503.26,18482.26,18490.48,320
2025-03-11 04:51:00,18490.48,18497.55,18476.55,18486.55,272
2025-03-11 04:51:26,18486.55,18497.96,18476.96,18481.86,158
2025-03-11 04:53:22,18481.86,18493.5,18472.5,18488.7,418
2025-03-11 04:56:11,18488.7,18497.72,18476.72,18491.57,447
2025-03-11 04:56:42,18491.57,18496.9,18475.9,18486.05,347
2025-03-11 05:02:08,18486.05,18499.42,18478.42,18493.27,366
2025-03-11 05:04:13,18493.27,18504.51,18483.51,18495.74,336
2025-03-11 05:05:41,18495.74,18511.34,18490.34,18502.26,59
2025-03-11 05:08:14,18502.26,18517.35,18496.35,18507.29,254
2025-03-11 05:11:01,18507.29,18513.41,18492.41,18500.64,246
2025-03-11 05:11:11,18500.64,18506.26,18485.26,18496.16,450
2025-03-11 05:36:24,18496.16,18510.65,18489.65,18502.15,97
2025-03-11 05:37:39,18502.15,18514.94,18493.94,18507.02,342
2025-03-11 05:37:50,18507.02,18513.72,18492.72,18506.84,405
2025-03-11 05:43:06,18506.84,18521.28,18500.28,18507.77,330
2025-03-11 05:56:48,18507.77,18523.79,18502.79,18517.97,264
2025-03-11 06:01:29,18517.97,18528.03,18507.03,18513.2,339
2025-03-11 06:06:45,18513.2,18529.04,18508.04,18517.56,399
2025-03-11 06:09:28,18517.56,18529.15,18508.15,18515.9,291
2025-03-11 06:16:31,18515.9,18527.91,18506.91,18514.13,243
2025-03-11 06:16:41,18514.13,18529.1,18508.1,18522.89,449
2025-03-11 06:20:42,18522.89,18537.69,18516.69,18529.45,294
2025-03-11 06:23:46,18529.45,18541.95,18520.95,18535.9,355
2025-03-11 06:23:56,18535.9,18549.84,18528.84,18546.27,102
2025-03-11 06:26:06,18546.27,18555.33,18534.33,18546.35,379
2025-03-11 06:28:06,18546.35,18562.06,18541.06,18551.71,163
2025-03-11 06:31:21,18551.71,18560.11,18539.11,18549.12,215
2025-03-11 06:31:34,18549.12,18561.75,18540.75,18551.62,166
2025-03-11 06:36:05,18551.62,18559.87,18538.87,18550.47,453
2025-03-11 06:36:30,18550.47,18564.68,18543.68,18551.15,362
2025-03-11 06:38:00,18551.15,18565.41,18544.41,18555.81,403
2025-03-11 06:43:53,18555.81,18560.6,18539.6,18549.15,250
2025-03-11 06:46:09,18549.15,18567.68,18546.68,18565.79,208
2025-03-11 06:47:28,18565.79,18571.77,18550.77,18557.61,117
2025-03-11 06:47:38,18557.61,18563.23,18542.23,18547.78,375
2025-03-11 06:50:43,18547.78,18560.84,18539.84,18556.95,139
2025-03-11 07:02:36,18556.95,18570.16,18549.16,18563.17,408
2025-03-11 07:09:18,18563.17,18578.74,18557.74,18568.04,228
2025-03-11 07:12:48,18568.04,18577.89,18556.89,18572.93,368
2025-03-11 07:13:06,18572.93,18583.37,18562.37,18572.68,463
2025-03-11 07:13:51,18572.68,18582.21,18561.21,18565.36,124
2025-03-11 07:14:26,18565.36,18577.2,18556.2,18565.84,203
2025-03-11 07:15:38,18565.84,18571.87,18550.87,18560.29,394
2025-03-11 07:16:23,18560.29,18577.07,18556.07,18567.97,75
2025-03-11 07:17:09,18567.97,18575.72,18554.72,18566.66,72
2025-03-11 07:19:48,18566.66,18575.02,18554.02,18559.92,266
2025-03-11 07:20:52,18559.92,18566.73,18545.73,18557.23,193
2025-03-11 07:23:59,18557.23,18566.85,18545.85,18560.42,126
2025-03-11 07:32:08,18560.42,18568.63,18547.63,18555.79,336
2025-03-11 07:34:57,18555.79,18563.63,18542.63,18549.1,231
2025-03-11 07:38:47,18549.1,18559.21,18538.21,18550.95,364
2025-03-11 07:42:38,18550.95,18561.88,18540.88,18552.81,499
2025-03-11 07:43:44,18552.81,18559.08,18538.08,18548.64,487
2025-03-11 07:43:54,18548.64,18559.05,18538.05,18544.78,205
2025-03-11 07:44:04,18544.78,18552.55,18531.55,18546.55,242
2025-03-11 07:44:59,18546.55,18550.11,18529.11,18534.87,488
2025-03-11 07:48:13,18534.87,18539.84,18518.84,18523.54,431
2025-03-11 07:54:46,18523.54,18533.83,18512.83,18517.74,380
2025-03-11 08:03:34,18517.74,18530.73,18509.73,18516.0,445
2025-03-11 08:03:44,18516.0,18526.68,18505.68,18518.46,212
2025-03-11 08:16:28,18518.46,18534.88,18513.88,18530.22,302
2025-03-11 08:17:32,18530.22,18544.18,18523.18,18537.02,334
2025-03-11 08:22:39,18537.02,18550.22,18529.22,18535.67,288
2025-03-11 08:23:12,18535.67,18548.19,18527.19,18535.45,482
2025-03-11 08:23:23,18535.45,18543.95,18522.95,18527.36,363
2025-03-11 08:24:41,18527.36,18534.56,18513.56,18527.15,235
2025-03-11 08:30:06,18527.15,18535.13,18514.13,18524.79,463
2025-03-11 08:30:47,18524.79,18536.42,18515.42,18527.32,302
2025-03-11 08:31:15,18527.32,18532.76,18511.76,18520.65,269
2025-03-11 08:37:53,18520.65,18534.08,18513.08,18524.76,52
2025-03-11 08:45:34,18524.76,18540.53,18519.53,18536.97,391
2025-03-11 08:45:44,18536.97,18544.84,18523.84,18536.03,450
2025-03-11 08:49:20,18536.03,18550.25,18529.25,18539.17,58
2025-03-11 08:50:21,18539.17,18552.28,18531.28,18544.61,454
2025-03-11 08:51:39,18544.61,18550.42,18529.42,18541.32,188
2025-03-11 08:53:24,18541.32,18555.97,18534.97,18543.03,102
2025-03-11 08:54:56,18543.03,18551.79,18530.79,18543.04,252
2025-03-11 08:56:56,18543.04,18555.96,18534.96,18543.74,53
2025-03-11 08:59:20,18543.74,18553.52,18532.52,18537.46,473
2025-03-11 09:01:04,18537.46,18544.68,18523.68,18537.59,143
2025-03-11 09:04:24,18537.59,18553.01,18532.01,18541.49,289
2025-03-11 09:07:54,18541.49,18556.51,18535.51,18553.02,485
2025-03-11 09:09:30,18553.02,18567.66,18546.66,18560.59,373
2025-03-11 09:09:56,18560.59,18579.72,18558.72,18577.69,430
2025-03-11 09:12:45,18577.69,18584.47,18563.47,18571.4,125
2025-03-11 09:16:51,18571.4,18584.08,18563.08,18578.23,353
2025-03-11 09:19:39,18578.23,18590.47,18569.47,18579.54,151
2025-03-11 09:22:06,18579.54,18598.94,18577.94,18596.9,88
2025-03-11 09:22:49,18596.9,18603.65,18582.65,18590.24,324
2025-03-11 09:25:41,18590.24,18594.77,18573.77,18583.35,418
2025-03-11 09:26:48,18583.35,18591.21,18570.21,18578.38,491
2025-03-11 09:33:45,18578.38,18580.42,18559.42,18561.24,115
2025-03-11 09:36:41,18561.24,18569.56,18548.56,18556.91,254
2025-03-11 09:37:35,18556.91,18566.16,18545.16,18550.72,274
2025-03-11 09:39:21,18550.72,18562.07,18541.07,18551.82,417
2025-03-11 09:44:32,18551.82,18560.31,18539.31,18554.45,401
2025-03-11 09:45:39,18554.45,18571.89,18550.89,18569.35,201
2025-03-11 09:47:43,18569.35,18581.62,18560.62,18576.82,190
2025-03-11 09:50:51,18576.82,18586.3,18565.3,18572.05,352
2025-03-11 09:54:44,18572.05,18576.26,18555.26,18564.72,499
2025-03-11 09:55:15,18564.72,18575.35,18554.35,18568.52,92
2025-03-11 09:57:33,18568.52,18573.45,18552.45,18557.82,52
2025-03-11 10:04:16,18557.82,18575.51,18554.51,18572.36,133
2025-03-11 10:13:48,18572.36,18586.85,18565.85,18581.65,108
2025-03-11 10:16:45,18581.65,18591.4,18570.4,18577.73,112
2025-03-11 10:28:06,18577.73,18580.94,18559.94,18563.87,98
2025-03-11 10:30:26,18563.87,18579.85,18558.85,18574.58,338
